38.897222	-77.019347
38.9268	-77.0322
38.9177645	-77.032096
38.9366839345886	-77.02418088912964
38.922925	-77.042581
38.9172	-77.0259
38.9126	-77.0135
38.923203	-77.047637
38.8851	-77.0023
38.889955	-77.000349
38.9086	-77.0323
38.90980062655191	-77.03442692756653
38.913046	-77.032008
38.944551	-77.063896
38.9155	-77.0222
38.926102	-77.03665
38.9308	-77.0315
38.934881	-77.072755
38.915544	-77.038252
38.905697	-77.005483
38.932456900063606	-76.99353396892548
38.934267	-77.057979
38.90304	-77.019027
38.890461	-76.988355
38.947774	-77.032818
38.8763	-77.0037
38.90276	-77.03863
38.90506687455313	-77.04177886247635
38.90042673988099	-76.98825001716614
38.900412	-77.001949
38.927872	-77.043358
38.9319	-77.0388
38.9375	-77.0328
38.9003	-77.0429
38.90071062547463	-77.04644858837128
38.9101	-77.0444
38.8803	-76.9862
38.89696	-77.00493
38.9154	-77.0446
38.9121	-77.0387
38.899408	-77.015289
38.929464	-77.027822
38.876697	-77.0178975
38.894919	-77.046587
38.894832	-76.987633
38.8963	-77.045
38.905737	-77.02227
38.886266	-77.022241
38.900283	-77.029822
38.922581	-77.070334
38.8997	-77.023086
38.886952	-76.996806
38.947607	-77.079382
38.903827	-77.053485
38.899632	-77.031686
38.893028	-77.026013
38.8840581	-76.9863852
38.898409	-77.032278
38.9346	-76.9955
38.897293	-77.05557
38.902314	-77.0591415
38.8923	-77.0436
38.938736	-77.087171
38.90375	-77.06269
38.8792	-76.9953
38.90774	-77.071652
38.916442	-77.0682
38.89903234416315	-77.03335404396057
38.897446	-77.009888
38.8952	-77.0436
38.910972	-77.00495
38.919077	-77.000648
38.900413	-76.982872
38.8896	-76.9769
38.873057	-76.971015
38.901385	-76.941877
38.933668	-76.991016
38.861663	-76.969184
38.9055785	-77.027313
38.865784	-76.9784
38.862669	-76.994637
38.897063	-76.947446
38.867373	-76.988039
38.894	-76.947974
38.858971	-77.05323
38.878	-76.9607
38.844015	-77.050537
38.897857	-77.026975
38.893438	-77.076389
38.894514	-77.031617
38.902061	-77.038322
38.89728304853854	-77.02219069004059
38.898364	-77.027869
38.895344	-77.016106
38.8692	-76.9599
38.881185	-77.001828
38.86559	-76.952103
38.892459	-77.046567
38.891696	-77.0846
38.889396070923496	-77.09186241030693
38.920669	-77.04368
38.905995699991145	-77.03980207443237
38.9059	-77.0325
38.8881	-77.09308
38.88701007722296	-77.09525674581528
38.89968	-77.041539
38.912719	-77.022155
38.88412	-77.017445
38.915417	-77.012289
38.9418	-77.0251
38.92812111132096	-77.0237946510315
38.899972	-76.998347
38.917761	-77.04062
38.905126	-77.056887
38.930282	-77.055599
38.889935	-76.93723
38.896544	-76.96012
38.88732	-76.983569
38.844711	-76.987823
38.88637194054526	-77.01770067214966
38.878854378063295	-77.00572729110718
38.922649	-77.077271
38.908905	-77.04478
38.928743	-77.012457
38.89484064247075	-76.99591577053069
38.884734	-77.093485
38.88412	-77.04657
38.8885525	-77.032427
38.888774	-77.028694
38.85033657788445	-77.1009886264801
38.876393	-77.107735
38.885801	-77.097745
38.88081	-77.090792
38.87887	-77.1207
38.879819	-77.037413
38.866611	-76.985238
38.883921	-77.116817
38.880012	-77.107854
38.903584	-77.044789
38.903819	-77.0284
38.902204	-77.04337
38.901539	-77.046564
38.902	-77.03353
38.9066	-77.05152
38.90509	-76.9941
38.895914	-77.026064
38.90088	-77.048911
38.803124	-77.040363
38.804718	-77.043363
38.80576284873485	-77.060626745224
38.805648	-77.05293
38.805317	-77.049883
38.811456	-77.050276
38.884961	-77.08777
38.889365	-77.077294
38.888255	-77.0494365
38.894722	-77.045128
38.896104	-77.049882
38.954812	-77.082426
38.943837	-77.077078
38.9024	-77.02622
38.863833	-77.080319
38.894573	-77.01994
38.918809	-77.041571
38.942475355602845	-77.03267812728882
38.956432	-77.032947
38.949662	-77.027333
38.84232	-77.089555
38.90849	-77.063586
38.955016	-77.069956
38.987	-77.029417
38.90093	-77.018677
38.908142	-77.038359
38.912659	-77.017669
38.889988	-76.995193
38.897274	-76.994749
38.889908	-76.983326
